"","Term","P.value","Z.score","Genes"
"2059","respiratory burst (GO:0045730)",0.192245933930495,3.36606183295185,"SLC11A1"
"2060","mitochondrion degradation (GO:0000422)",0.192245933930495,3.36832404308901,"ATG7"
"2061","positive regulation of peptidyl-serine phosphorylation of STAT protein (GO:0033141)",0.213527045207508,3.59975619357245,"IFNB1"
"2062","positive regulation of defense response to virus by host (GO:0002230)",0.181391226665676,3.26140674203751,"APOBEC3F"
"2063","detection of mechanical stimulus involved in sensory perception of sound (GO:0050910)",0.181391226665676,3.26689315271487,"SOX2"
"2064","detection of light stimulus involved in sensory perception (GO:0050962)",0.192245933930495,3.38682629365484,"TULP1"
"2065","mitochondrial ATP synthesis coupled proton transport (GO:0042776)",0.192245933930495,3.38867789530749,"ATP5J2"
"2066","positive regulation of G1/S transition of mitotic cell cycle (GO:1900087)",0.213527045207508,3.6201504511804,"MTBP"
"2067","regulation of T cell cytokine production (GO:0002724)",0.181391226665676,3.2780748489745,"IFNB1"
"2068","positive regulation of calcium ion-dependent exocytosis (GO:0045956)",0.181391226665676,3.28378984161006,"TMEM27"
"2069","peptidyl-cysteine modification (GO:0018198)",0.192245933930495,3.40036317495057,"GAPDH"
"2070","positive regulation of B cell differentiation (GO:0045579)",0.136499799000891,2.81773045539675,"CD27"
"2071","histone H4-K16 acetylation (GO:0043984)",0.223957199001596,3.76289165685547,"MSL3"
"2072","methionine biosynthetic process (GO:0009086)",0.192245933930495,3.41509886493543,"MTAP"
"2073","positive regulation of cholesterol efflux (GO:0010875)",0.159243946757911,3.06865823507903,"NR1H2"
"2074","regulation of gene expression by genetic imprinting (GO:0006349)",0.223957199001596,3.77592568006236,"DNMT3B"
"2075","microtubule polymerization or depolymerization (GO:0031109)",0.170391210185976,3.19650076698587,"KIF2A"
"2076","negative regulation of B cell proliferation (GO:0030889)",0.181391226665676,3.31813034838513,"CDKN2A"
"2077","regulation of granulocyte macrophage colony-stimulating factor production (GO:0032645)",0.124898909101569,2.72608745224501,"IL18"
"2078","regulation of extracellular matrix disassembly (GO:0010715)",0.113142760414231,2.60677040572648,"FAP"
"2079","axoneme assembly (GO:0035082)",0.202957244359126,3.56815076530825,"C11ORF63"
"2080","purine ribonucleoside bisphosphate metabolic process (GO:0034035)",0.202957244359126,3.57406170832303,"SULT4A1"
"2081","maintenance of protein location in nucleus (GO:0051457)",0.181391226665676,3.3416810652057,"ARL2BP"
"2082","cGMP biosynthetic process (GO:0006182)",0.192245933930495,3.4683633854932,"GUCY2D"
"2083","regulation of peptidyl-serine phosphorylation of STAT protein (GO:0033139)",0.213527045207508,3.70446856615134,"IFNB1"
"2084","cranial suture morphogenesis (GO:0060363)",0.124898909101569,2.76057197416704,"TGFB3"
"2085","nucleosome disassembly (GO:0006337)",0.202957244359126,3.60511954711138,"SMARCD1"
"2086","protein localization to peroxisome (GO:0072662)",0.192245933930495,3.49333078496829,"PEX1"
"2087","maintenance of gastrointestinal epithelium (GO:0030277)",0.159243946757911,3.13692052588976,"SERPINA3"
"2088","phosphatidylethanolamine metabolic process (GO:0046337)",0.181391226665676,3.38102458631778,"PHOSPHO1"
"2089","histone H3-K9 modification (GO:0061647)",0.170391210185976,3.26600196278051,"SUV39H1"
"2090","early endosome to late endosome transport (GO:0045022)",0.192245933930495,3.50615955785578,"KIF16B"
"2091","sleep (GO:0030431)",0.124898909101569,2.78459782143101,"IL18"
"2092","phagocytosis, engulfment (GO:0006911)",0.159243946757911,3.15468544365888,"GULP1"
"2093","spinal cord association neuron differentiation (GO:0021527)",0.170391210185976,3.28113321864006,"MDGA1"
"2094","thyroid hormone generation (GO:0006590)",0.159243946757911,3.16173272069603,"TG"
"2095","negative regulation of epidermis development (GO:0045683)",0.170391210185976,3.28280877573306,"REG3G"
"2096","negative regulation of striated muscle cell apoptotic process (GO:0010664)",0.14794747288725,3.05611572547952,"BAG3"
"2097","regulation of odontogenesis of dentin-containing tooth (GO:0042487)",0.14794747288725,3.05688775219185,"WNT10A"
"2098","cellular response to oxygen radical (GO:0071450)",0.14794747288725,3.06081077632776,"SOD1"
"2099","regulation of cholesterol storage (GO:0010885)",0.159243946757911,3.18656264227583,"NR1H2"
"2100","positive regulation of natural killer cell differentiation (GO:0032825)",0.113142760414231,2.68883533307354,"IL21"
"2101","negative regulation of circadian rhythm (GO:0042754)",0.159243946757911,3.18967113073537,"SUV39H1"
"2102","regulation of histone H3-K9 methylation (GO:0051570)",0.14794747288725,3.07218393660903,"DNMT3B"
"2103","detection of light stimulus involved in visual perception (GO:0050908)",0.192245933930495,3.56021593159496,"TULP1"
"2104","ear development (GO:0043583)",0.113142760414231,2.69570344075671,"SHROOM2"
"2105","regulation of telomere maintenance (GO:0032204)",0.192245933930495,3.57313963811768,"YLPM1"
"2106","regulation of vesicle fusion (GO:0031338)",0.202957244359126,3.69783687987337,"TMEM27"
"2107","positive regulation of myeloid leukocyte cytokine production involved in immune response (GO:0061081)",0.136499799000891,2.9617656589341,"SEMA7A"
"2108","3'-phosphoadenosine 5'-phosphosulfate metabolic process (GO:0050427)",0.202957244359126,3.70100913984044,"SULT4A1"
"2109","DNA demethylation (GO:0080111)",0.181391226665676,3.45790488108419,"APOBEC3F"
"2110","positive regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043517)",0.159243946757911,3.21330300852446,"CDKN2A"
"2111","positive regulation of triglyceride biosynthetic process (GO:0010867)",0.136499799000891,2.9650957782089,"NR1H2"
"2112","protein targeting to peroxisome (GO:0006625)",0.192245933930495,3.58353591545579,"PEX1"
"2113","neuronal stem cell maintenance (GO:0097150)",0.159243946757911,3.22412350107666,"SOX2"
"2114","epithelial to mesenchymal transition involved in endocardial cushion formation (GO:0003198)",0.113142760414231,2.71931078058541,"SMAD4"
"2115","cytokine production involved in immune response (GO:0002367)",0.124898909101569,2.848633866138,"SLC11A1"
"2116","establishment of protein localization to peroxisome (GO:0072663)",0.192245933930495,3.60562092475564,"PEX1"
"2117","positive regulation of lipoprotein lipase activity (GO:0051006)",0.124898909101569,2.86510120148152,"NR1H2"
"2118","protein-DNA complex disassembly (GO:0032986)",0.202957244359126,3.73890935669494,"SMARCD1"
"2119","negative regulation of T cell mediated immunity (GO:0002710)",0.14794747288725,3.12553655351822,"IFNB1"
"2120","phosphatidylethanolamine biosynthetic process (GO:0006646)",0.170391210185976,3.3780411164274,"PHOSPHO1"
"2121","negative regulation of astrocyte differentiation (GO:0048712)",0.159243946757911,3.26116526962896,"MYCN"
"2122","negative regulation of T cell differentiation in thymus (GO:0033085)",0.101229283030533,2.62445905787574,"CDKN2A"
"2123","heparan sulfate proteoglycan biosynthetic process (GO:0015012)",0.181391226665676,3.53427870767018,"EXTL3"
"2124","negative regulation of defense response to virus (GO:0050687)",0.192245933930495,3.66180256537411,"ITCH"
"2125","adenosine receptor signaling pathway (GO:0001973)",0.113142760414231,2.77858619665962,"ADCY5"
"2126","regulation of tolerance induction (GO:0002643)",0.14794747288725,3.17289030399152,"TGFBR2"
"2127","myelin maintenance (GO:0043217)",0.14794747288725,3.20302071183956,"SOD1"
"2128","positive regulation of muscle cell apoptotic process (GO:0010661)",0.159243946757911,3.33443999542688,"CDKN2A"
"2129","drinking behavior (GO:0042756)",0.101229283030533,2.67629396091088,"REN"
"2130","negative regulation of phosphoprotein phosphatase activity (GO:0032515)",0.113142760414231,2.81678433032358,"TIPRL"
"2131","positive regulation of histone H3-K4 methylation (GO:0051571)",0.136499799000891,3.09218369780547,"DNMT3B"
"2132","lung lobe morphogenesis (GO:0060463)",0.101229283030533,2.6923998833164,"TGFBR2"
"2133","cellular response to superoxide (GO:0071451)",0.14794747288725,3.23387249393106,"SOD1"
"2134","SMAD protein complex assembly (GO:0007183)",0.101229283030533,2.71612141693177,"SMAD4"
"2135","positive regulation of macroautophagy (GO:0016239)",0.159243946757911,3.39194819317007,"ATG7"
"2136","regulation of hippo signaling (GO:0035330)",0.113142760414231,2.86063143248553,"WWC2"
"2137","cerebellar Purkinje cell layer development (GO:0021680)",0.14794747288725,3.28269181105944,"ATG7"
"2138","positive regulation of gene expression, epigenetic (GO:0045815)",0.192245933930495,3.80959291768106,"SMARCD1"
"2139","removal of superoxide radicals (GO:0019430)",0.14794747288725,3.29138089164435,"SOD1"
"2140","chaperone-mediated protein complex assembly (GO:0051131)",0.159243946757911,3.42670420614773,"THEG"
"2141","mitotic cell cycle arrest (GO:0071850)",0.136499799000891,3.16176825619874,"FAP"
"2142","negative regulation of macrophage derived foam cell differentiation (GO:0010745)",0.159243946757911,3.43016110196368,"NR1H2"
"2143","positive regulation of tolerance induction (GO:0002645)",0.113142760414231,2.90322344053511,"TGFBR2"
"2144","negative regulation of histone methylation (GO:0031061)",0.159243946757911,3.45236825803878,"DNMT3B"
"2145","carnitine metabolic process (GO:0009437)",0.14794747288725,3.32905607659482,"CROT"
"2146","angiotensin maturation (GO:0002003)",0.14794747288725,3.34168076160718,"REN"
"2147","regulation of dendritic cell antigen processing and presentation (GO:0002604)",0.101229283030533,2.78982464823017,"SLC11A1"
"2148","protein localization to chromosome, centromeric region (GO:0071459)",0.14794747288725,3.36220921554721,"MTBP"
"2149","regulation of cholesterol homeostasis (GO:2000188)",0.124898909101569,3.0932218027898,"NR1H2"
"2150","regulation of protein kinase A signaling (GO:0010738)",0.136499799000891,3.24088326743212,"AKAP5"
"2151","replicative senescence (GO:0090399)",0.136499799000891,3.25156742214539,"CDKN2A"
"2152","linoleic acid metabolic process (GO:0043651)",0.14794747288725,3.38972670228986,"FADS1"
"2153","basic amino acid transport (GO:0015802)",0.136499799000891,3.26828831922145,"SLC11A1"
"2154","regulation of transforming growth factor beta2 production (GO:0032909)",0.101229283030533,2.84233559414242,"SMAD4"
"2155","T-helper 1 type immune response (GO:0042088)",0.124898909101569,3.13008276079561,"IL18"
"2156","L-methionine biosynthetic process (GO:0071265)",0.136499799000891,3.27795370086948,"MTAP"
"2157","alanine transport (GO:0032328)",0.101229283030533,2.8510080106909,"SLC36A1"
"2158","protein complex localization (GO:0031503)",0.159243946757911,3.56450112587135,"DNMT3B"
"2159","somite rostral/caudal axis specification (GO:0032525)",0.14794747288725,3.42766480512966,"SMAD4"
"2160","histone H3-K9 methylation (GO:0051567)",0.14794747288725,3.42963053128946,"SUV39H1"
"2161","positive regulation of actin filament depolymerization (GO:0030836)",0.101229283030533,2.86221299560226,"LRRC16A"
"2162","heart contraction (GO:0060047)",0.124898909101569,3.15371979105437,"SOD1"
"2163","regulation of translational fidelity (GO:0006450)",0.14794747288725,3.43460354574405,"RPS5"
"2164","L-methionine salvage (GO:0071267)",0.136499799000891,3.30011497656089,"MTAP"
"2165","cellular response to interferon-beta (GO:0035458)",0.14794747288725,3.44899972513311,"IFNB1"
"2166","negative regulation of cardiac muscle tissue growth (GO:0055022)",0.124898909101569,3.17408532611174,"TGFBR2"
"2167","protein heterotrimerization (GO:0070208)",0.136499799000891,3.32812336359389,"C1QTNF6"
"2168","adenylate cyclase-activating dopamine receptor signaling pathway (GO:0007191)",0.124898909101569,3.18609097943366,"ADCY5"
"2169","regulation of T cell tolerance induction (GO:0002664)",0.124898909101569,3.19049233860114,"TGFBR2"
"2170","sterol catabolic process (GO:0016127)",0.136499799000891,3.34787612157848,"SCARF1"
"2171","L-ascorbic acid metabolic process (GO:0019852)",0.136499799000891,3.35231692500675,"CYB5R3"
"2172","beta-amyloid metabolic process (GO:0050435)",0.14794747288725,3.49789207201066,"REN"
"2173","apical protein localization (GO:0045176)",0.136499799000891,3.36545867059949,"SHROOM2"
"2174","protein import into peroxisome matrix (GO:0016558)",0.136499799000891,3.37969201622991,"PEX1"
"2175","protein localization to kinetochore (GO:0034501)",0.113142760414231,3.09720452445313,"MTBP"
"2176","regulation of glucokinase activity (GO:0033131)",0.113142760414231,3.10724978598889,"GCKR"
"2177","positive regulation of triglyceride lipase activity (GO:0061365)",0.124898909101569,3.26256263357471,"NR1H2"
"2178","sphingomyelin metabolic process (GO:0006684)",0.159243946757911,3.69669233485733,"SMPD4"
"2179","negative regulation of epidermal cell differentiation (GO:0045605)",0.136499799000891,3.41175438698613,"REG3G"
"2180","positive regulation of cellular response to oxidative stress (GO:1900409)",0.113142760414231,3.11805956298043,"SOD1"
"2181","regulation of cholesterol biosynthetic process (GO:0045540)",0.14794747288725,3.55840044604121,"SOD1"
"2182","positive regulation of protein sumoylation (GO:0033235)",0.136499799000891,3.41777856906638,"CDKN2A"
"2183","negative regulation of homotypic cell-cell adhesion (GO:0034111)",0.113142760414231,3.13531920517095,"ZNF703"
"2184","amino acid salvage (GO:0043102)",0.136499799000891,3.44277196766258,"MTAP"
"2185","mitotic nuclear envelope reassembly (GO:0007084)",0.124898909101569,3.29783383575433,"ANKLE2"
"2186","neurofilament cytoskeleton organization (GO:0060052)",0.124898909101569,3.32169910354872,"SOD1"
"2187","nuclear envelope reassembly (GO:0031468)",0.124898909101569,3.33792905844451,"ANKLE2"
"2188","heart process (GO:0003015)",0.124898909101569,3.3438861316035,"SOD1"
"2189","positive regulation of macrophage cytokine production (GO:0060907)",0.101229283030533,3.04178387242851,"SEMA7A"
"2190","endothelial cell chemotaxis (GO:0035767)",0.101229283030533,3.04864769374731,"NR4A1"
"2191","cholesterol catabolic process (GO:0006707)",0.136499799000891,3.51529656944577,"SCARF1"
"2192","negative regulation of heart growth (GO:0061117)",0.124898909101569,3.36571317431366,"TGFBR2"
"2193","positive regulation of amino acid transport (GO:0051957)",0.113142760414231,3.21559600138427,"TMEM27"
"2194","positive regulation of response to oxidative stress (GO:1902884)",0.113142760414231,3.2189453963452,"SOD1"
"2195","cell junction maintenance (GO:0034331)",0.136499799000891,3.52472218941526,"SHROOM2"
"2196","imidazole-containing compound metabolic process (GO:0052803)",0.113142760414231,3.22326702060381,"FTCD"
"2197","glycine transport (GO:0015816)",0.101229283030533,3.07112341195403,"SLC36A1"
"2198","regulation of hexokinase activity (GO:1903299)",0.113142760414231,3.2388442909351,"GCKR"
"2199","pyrimidine ribonucleoside catabolic process (GO:0046133)",0.124898909101569,3.3967028536834,"APOBEC3F"
"2200","relaxation of smooth muscle (GO:0044557)",0.101229283030533,3.08593619441871,"SOD1"
"2201","eosinophil migration (GO:0072677)",0.124898909101569,3.40324065885714,"CCL11"
"2202","reactive oxygen species biosynthetic process (GO:1903409)",0.124898909101569,3.40663475067189,"SOD1"
"2203","negative regulation of fatty acid biosynthetic process (GO:0045717)",0.124898909101569,3.41810034409544,"TRIB3"
"2204","Golgi to endosome transport (GO:0006895)",0.159243946757911,3.89940139761948,"KIF16B"
"2205","negative regulation of execution phase of apoptosis (GO:1900118)",0.101229283030533,3.12965361213384,"RFFL"
"2206","L-methionine biosynthetic process from methylthioadenosine (GO:0019509)",0.113142760414231,3.30980206698745,"MTAP"
"2207","N-terminal protein amino acid acetylation (GO:0006474)",0.124898909101569,3.48212960444855,"NAA10"
"2208","cellular response to exogenous dsRNA (GO:0071360)",0.101229283030533,3.16477850202451,"IFNB1"
"2209","alpha-linolenic acid metabolic process (GO:0036109)",0.136499799000891,3.65820313288549,"FADS1"
"2210","DNA deamination (GO:0045006)",0.113142760414231,3.3504628165058,"APOBEC3F"
"2211","negative regulation of type 2 immune response (GO:0002829)",0.124898909101569,3.538823423613,"IFNB1"
"2212","amino acid import (GO:0043090)",0.14794747288725,3.86226798151842,"SLC11A1"
"2213","activation of transmembrane receptor protein tyrosine kinase activity (GO:0007171)",0.136499799000891,3.71435843416259,"PRLR"
"2214","fatty acid beta-oxidation using acyl-CoA oxidase (GO:0033540)",0.136499799000891,3.72171746481179,"CROT"
"2215","hydrogen peroxide biosynthetic process (GO:0050665)",0.113142760414231,3.40993417309038,"SOD1"
"2216","auditory receptor cell stereocilium organization (GO:0060088)",0.124898909101569,3.63576586041626,"SOD1"
"2217","proline transport (GO:0015824)",0.101229283030533,3.31032433371951,"SLC36A1"
"2218","maturation of SSU-rRNA (GO:0030490)",0.101229283030533,3.31709177467524,"CIRH1A"
"2219","cell-cell junction maintenance (GO:0045217)",0.113142760414231,3.48856418257984,"SHROOM2"
"2220","cytidine deamination (GO:0009972)",0.113142760414231,3.51028023791591,"APOBEC3F"
"2221","regulation of axon regeneration (GO:0048679)",0.124898909101569,3.6863403490167,"SCARF1"
"2222","eosinophil chemotaxis (GO:0048245)",0.113142760414231,3.53398754601821,"CCL11"
"2223","cytidine metabolic process (GO:0046087)",0.113142760414231,3.55419109318779,"APOBEC3F"
"2224","microtubule depolymerization (GO:0007019)",0.101229283030533,3.40621936045097,"KIF2A"
"2225","regulation of neuron projection regeneration (GO:0070570)",0.124898909101569,3.77218583625796,"SCARF1"
"2226","cytidine catabolic process (GO:0006216)",0.113142760414231,3.6179286697865,"APOBEC3F"
"2227","receptor guanylyl cyclase signaling pathway (GO:0007168)",0.136499799000891,4.01991053114475,"GUCY2D"
"2228","L-alpha-amino acid transmembrane transport (GO:1902475)",0.101229283030533,3.53576931434626,"SLC7A5"
"2229","parturition (GO:0007567)",0.124898909101569,3.94704142544006,"RXFP1"
"2230","neuron remodeling (GO:0016322)",0.101229283030533,3.59600614037914,"SCARF1"
"2231","regulation of single stranded viral RNA replication via double stranded DNA intermediate (GO:0045091)",0.101229283030533,3.61241947272546,"APOBEC3F"
"2232","L-amino acid import (GO:0043092)",0.113142760414231,3.91852348223536,"SLC11A1"
"2233","positive regulation of vesicle fusion (GO:0031340)",0.101229283030533,3.76286020396837,"TMEM27"
"2234","lactate metabolic process (GO:0006089)",0.101229283030533,3.82024980687879,"LDHB"
"2235","fibroblast migration (GO:0010761)",0.101229283030533,4.06361551984711,"TNS1"
"2236","type I transforming growth factor beta receptor binding (GO:0034713)",0.00464605512424116,-2.45363012719369,"TGFB3;TGFBR2"
"2237","methyl-CpG binding (GO:0008327)",0.00889001011199736,-2.77382650188588,"UHRF1;ZBTB33"
"2238","adenylate cyclase binding (GO:0008179)",0.00733742219088078,-2.55321275579867,"AKAP5;ADCY5"
"2239","ligase regulator activity (GO:0055103)",0.00464605512424116,-2.24749637744295,"CDKN2A;TRIB3"
"2240","insulin receptor binding (GO:0005158)",0.00859019826143501,-2.53749196171303,"DOK1;DOK2;SNX2"
"2241","diacylglycerol kinase activity (GO:0004143)",0.0163909795117641,-2.59010171152535,"CERK;DGKA"
"2242","carbohydrate binding (GO:0030246)",0.012138958409479,-2.37134983141437,"MRC2;SIGLEC16;GCKR;CLEC4D;REG3G;TINAG;NOMO1;LGALS9C;ASGR2"
"2243","transforming growth factor beta-activated receptor activity (GO:0005024)",0.0208649671584991,-2.57838824077004,"ACVR2A;TGFBR2"
"2244","transforming growth factor beta binding (GO:0050431)",0.0185706175018378,-2.47179515336912,"TGFB3;TGFBR2"
"2245","transmembrane receptor protein serine/threonine kinase activity (GO:0004675)",0.0208649671584991,-2.50582521578341,"ACVR2A;TGFBR2"
"2246","ribonucleoprotein complex binding (GO:0043021)",0.013291614215931,-2.21344011716069,"SEC61A2;ITCH;NAA10;SRP72"
"2247","NAD+ kinase activity (GO:0003951)",0.0208649671584991,-2.40372493734676,"CERK;DGKA"
"2248","RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity (GO:0000982)",0.0192909635850343,-2.29053855561125,"RBPJL;SOX2;NR4A1;NR1H2;YLPM1;MITF;PITX1"
"2249","microtubule motor activity (GO:0003777)",0.0200112021128314,-2.12957340013842,"KIF2A;APPBP2;KIF16B;DNHD1"
"2250","receptor signaling protein activity (GO:0005057)",0.0247897539547315,-2.14170299906589,"DOK1;SMAD4;DOK2;ACVR2A;TGFBR2"
"2251","transforming growth factor beta receptor binding (GO:0005160)",0.0339408453600991,-2.30130626988223,"TGFB3;TGFBR2"
"2252","core promoter proximal region sequence-specific DNA binding (GO:0000987)",0.0300944332661806,-2.19108081363578,"RBPJL;SMAD4;UHRF1;NR1H2;MITF;PITX1"
"2253","cytokine receptor binding (GO:0005126)",0.0326972113184559,-2.22208726668238,"IL21;ITCH;CCL11;IFNB1;TGFB3;CXCL2;TGFBR2"
"2254","core promoter proximal region DNA binding (GO:0001159)",0.0315542715924932,-2.19137343914511,"RBPJL;SMAD4;UHRF1;NR1H2;MITF;PITX1"
"2255","neutral amino acid transmembrane transporter activity (GO:0015175)",0.0398604532765631,-2.1875395063911,"SLC36A1;SLC7A5"
"2256","cyclase activity (GO:0009975)",0.0339408453600991,-2.07947488940089,"GUCY2D;ADCY5"
"2257","phosphorus-oxygen lyase activity (GO:0016849)",0.0339408453600991,-2.04161118695981,"GUCY2D;ADCY5"
"2258","NAD binding (GO:0051287)",0.028541418186838,-1.90646359111751,"LDHB;CYB5R3;GAPDH"
"2259","epidermal growth factor receptor binding (GO:0005154)",0.0494033068476195,-2.04517879390907,"SNX2;VAV2"
"2260","chemokine receptor binding (GO:0042379)",0.0398537706939384,-1.8978893869699,"ITCH;CCL11;CXCL2"
"2261","RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription (GO:0001077)",0.050837695887953,-1.93525951544178,"SOX2;NR4A1;NR1H2;MITF;PITX1"
"2262","chaperone binding (GO:0051087)",0.0452982642073491,-1.85517351748075,"BAG3;HSCB;SOD1"
"2263","cytokine activity (GO:0005125)",0.064747728947194,-2.06912410423375,"IL21;CCL11;IFNB1;IL24;IL18;CXCL2"
"2264","collagen binding (GO:0005518)",0.0491219970918811,-1.84821831304535,"MRC2;SMAD4;COL14A1"
"2265","S-adenosylmethionine-dependent methyltransferase activity (GO:0008757)",0.0635078628344575,-2.01547781648819,"SETD3;SUV39H1;DNMT3B;TRMT2B"
"2266","deaminase activity (GO:0019239)",0.0561746297635346,-1.91545802128568,"APOBEC3F;FTCD"
"2267","ribosome binding (GO:0043022)",0.0668922962326426,-2.0347487263357,"SEC61A2;NAA10"
"2268","cargo receptor activity (GO:0038024)",0.0491219970918811,-1.80310906238081,"SCARF1;TINAG;ASGR2"
"2269","transcription regulatory region sequence-specific DNA binding (GO:0000976)",0.0838576890702299,-2.01726076587973,"SOX2;RBPJL;SMAD4;UHRF1;NR1H2;SUV39H1;MITF;PITX1"
"2270","protease binding (GO:0002020)",0.0824729651968677,-1.90302210884469,"CRADD;FAP;RFFL"
"2271","phosphatidylinositol binding (GO:0035091)",0.0885004088320281,-1.95787500140004,"SNX2;KIF16B;PLEKHA3;TULP1;SNX8"
"2272","motor activity (GO:0003774)",0.0987078520965052,-1.81620149187399,"KIF2A;APPBP2;KIF16B;DNHD1"
"2273","histone-lysine N-methyltransferase activity (GO:0018024)",0.102466890253894,-1.6986653185209,"SETD3;SUV39H1"
"2274","L-amino acid transmembrane transporter activity (GO:0015179)",0.106687663372191,-1.69554308355715,"SLC36A1;SLC7A5"
"2275","RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription (GO:0001228)",0.131310643853509,-1.60232029104668,"SOX2;NR4A1;NR1H2;MITF;PITX1"
"2276","acetylglucosaminyltransferase activity (GO:0008375)",0.115265169655181,-1.39641730547746,"POMGNT1;EXTL3"
"2277","lysine N-methyltransferase activity (GO:0016278)",0.128442761730328,-1.44843305450766,"SETD3;SUV39H1"
"2278","protein-lysine N-methyltransferase activity (GO:0016279)",0.128442761730328,-1.42807706931193,"SETD3;SUV39H1"
"2279","scavenger receptor activity (GO:0005044)",0.119618051272603,-1.36529737293119,"TINAG;SCARF1"
"2280","chemokine activity (GO:0008009)",0.128442761730328,-1.26533652586648,"CCL11;CXCL2"
"2281","transferase activity, transferring one-carbon groups (GO:0016741)",0.164159090463498,-1.4026726791219,"SETD3;SUV39H1;DNMT3B;TRMT2B;FTCD"
"2282","ubiquitin-protein transferase activity (GO:0004842)",0.166874445533108,-1.31565801107373,"SOX2;ITCH;UHRF1;LMO7;RFFL;FBXW2"
"2283","direct ligand regulated sequence-specific DNA binding transcription factor activity (GO:0098531)",0.141950500578729,-1.12335488102359,"NR4A1;NR1H2"
"2284","ligand-activated sequence-specific DNA binding RNA polymerase II transcription factor activity (GO:0004879)",0.141950500578729,-1.1035175275073,"NR4A1;NR1H2"
"2285","endopeptidase activity (GO:0004175)",0.180607898531791,-1.24263435037411,"PSMA5;NLN;FAP;CASP2;REN;KLK9;TINAG;THSD4"
"2286","protein C-terminus binding (GO:0008022)",0.168445748063894,-1.19277462155237,"LMO7;PEX1;HPCAL4;MLLT4"
"2287","histone methyltransferase activity (GO:0042054)",0.151116270801262,-1.10971258235276,"SETD3;SUV39H1"
"2288","hydrogen ion transmembrane transporter activity (GO:0015078)",0.159811952021979,-1.13717221107201,"SLC36A1;SLC11A1;COX6C"
"2289","methylated histone binding (GO:0035064)",0.141950500578729,-1.05233242161603,"UHRF1;MSL3"
"2290","metalloendopeptidase activity (GO:0004222)",0.166227493919712,-1.05931961537397,"NLN;FAP;THSD4"
"2291","transferase activity, transferring pentosyl groups (GO:0016763)",0.15574246801324,-1.01244489101929,"PARP6;MTAP"
"2292","phospholipid binding (GO:0005543)",0.200437466587689,-1.12794392526298,"SNX2;KIF16B;DGKA;PLEKHA3;TULP1;SNX8"
"2293","RNA polymerase II core promoter proximal region sequence-specific DNA binding (GO:0000978)",0.181449220297785,-1.0093933000905,"RBPJL;NR1H2;MITF;PITX1"
"2294","copper ion binding (GO:0005507)",0.15574246801324,-0.909748483672584,"COX17;SOD1"
"2295","exopeptidase activity (GO:0008238)",0.182584999840973,-0.978212150329071,"CTSA;TMEM27;FAP"
"2296","protein kinase inhibitor activity (GO:0004860)",0.160395461424346,-0.839640581643004,"CDKN2A;TRIB3"
"2297","receptor signaling protein serine/threonine kinase activity (GO:0004702)",0.1745002540829,-0.737113033096394,"ACVR2A;TGFBR2"
"2298","phosphatidylinositol bisphosphate binding (GO:1902936)",0.169775816062618,-0.717464686452947,"KIF16B;TULP1"
"2299","kinase inhibitor activity (GO:0019210)",0.1745002540829,-0.723028639046846,"CDKN2A;TRIB3"
"2300","steroid hormone receptor activity (GO:0003707)",0.1745002540829,-0.715062064333408,"NR4A1;NR1H2"
"2301","p53 binding (GO:0002039)",0.169775816062618,-0.666505311591823,"CDKN2A;RFFL"
"2302","protein complex scaffold (GO:0032947)",0.1745002540829,-0.657904831584944,"SMARCD1;WWC2"
"2303","metallopeptidase activity (GO:0008237)",0.239239564574602,-0.763365716058543,"NLN;TMEM27;FAP;THSD4"
"2304","growth factor receptor binding (GO:0070851)",0.21646575018903,-0.707015466161502,"IL21;SNX2;VAV2"
"2305","growth factor binding (GO:0019838)",0.223397222079099,-0.707971501889066,"TGFB3;ACVR2A;TGFBR2"
"2306","hormone binding (GO:0042562)",0.198409608924948,-0.56022428551986,"RXFP1;PRLR"
"2307","sequence-specific DNA binding RNA polymerase II transcription factor activity (GO:0000981)",0.27484495801777,-0.585264252713603,"RBPJL;SOX2;NR4A1;NR1H2;YLPM1;MITF;PITX1"
"2308","enzyme inhibitor activity (GO:0004857)",0.28744698720707,-0.579055572640358,"SERPINA3;GCKR;CDKN2A;CD27;TRIB3;PI3"
"2309","histone binding (GO:0042393)",0.255077319283308,-0.452393352328991,"UHRF1;PSME4;MSL3"
"2310","protein phosphatase regulator activity (GO:0019888)",0.212938231898957,-0.382934206734535,"ANKLE2;WBP11"
"2311","protein binding, bridging (GO:0030674)",0.26220588804531,-0.428574683694334,"DOK2;CRADD;COL14A1"
"2312","amino acid transmembrane transporter activity (GO:0015171)",0.217804280564723,-0.364938241027753,"SLC36A1;SLC7A5"
"2313","SMAD binding (GO:0046332)",0.227564294897219,-0.360670507142456,"SMAD4;TGFBR2"
"2314","peptidase regulator activity (GO:0061134)",0.300593738244437,-0.436917459665939,"SERPINA3;PSME4;CD27;PI3"
"2315","protein methyltransferase activity (GO:0008276)",0.247165982764872,-0.332852942083201,"SETD3;SUV39H1"
